,game_name,game_url,game_rank,jam_url,participants,submissions,host,game_score
55145,Digital Lovers,https://elitestratman.itch.io/digital-lovers,2,https://itch.io/jam/ost-composing-jam-3,487,122,https://lonerabbit.itch.io,0.01639344262295082
55146,The Traveler,https://poard.itch.io/the-traveler,3,https://itch.io/jam/ost-composing-jam-3,487,122,https://lonerabbit.itch.io,0.02459016393442623
55147,Search for a Cure,https://twitchywhalez.itch.io/search-for-a-cure,4,https://itch.io/jam/ost-composing-jam-3,487,122,https://lonerabbit.itch.io,0.03278688524590164
55148,Story of Seasons,https://augustly.itch.io/story-of-seasons,5,https://itch.io/jam/ost-composing-jam-3,487,122,https://lonerabbit.itch.io,0.040983606557377046
55149,A Story of Seasons : Darkness Soundtrack,https://max-faust.itch.io/a-story-of-seasons-darkness-soundtrack,6,https://itch.io/jam/ost-composing-jam-3,487,122,https://lonerabbit.itch.io,0.04918032786885246
55266,The Glade,https://gernknod.itch.io/the-glade,1,https://itch.io/jam/mini-jam-87-break,486,112,https://zahranworrell.itch.io,0.008928571428571428
55267,Ball and Chain,https://rory660.itch.io/ball-and-chain,2,https://itch.io/jam/mini-jam-87-break,486,112,https://zahranworrell.itch.io,0.017857142857142856
55268,Gravigun Dude,https://rahimew.itch.io/gravigun-dude,3,https://itch.io/jam/mini-jam-87-break,486,112,https://zahranworrell.itch.io,0.026785714285714284
55269,Demon of destruction,https://ivan-baranov.itch.io/demon-of-destruction,4,https://itch.io/jam/mini-jam-87-break,486,112,https://zahranworrell.itch.io,0.03571428571428571
55270,Break Fast,https://peacefield.itch.io/break-fast,5,https://itch.io/jam/mini-jam-87-break,486,112,https://zahranworrell.itch.io,0.044642857142857144
55378,my Baby PC,https://marbenx.itch.io/babbypc,1,https://itch.io/jam/weirderstuff,483,34,https://clickteam.itch.io,0.029411764705882353
55412,Dungeons & Dwarves,https://high-lord.itch.io/dungeons-dwarves,1,https://itch.io/jam/newbies2,483,76,https://kosmotion.itch.io,0.013157894736842105
55413,Armored Spirit,https://faqndo.itch.io/armored-spirit,2,https://itch.io/jam/newbies2,483,76,https://kosmotion.itch.io,0.02631578947368421
55414,"Die, Skull, Repeat",https://skullbuns.itch.io/die-skull-repeat,3,https://itch.io/jam/newbies2,483,76,https://kosmotion.itch.io,0.039473684210526314
55415,Blobby Hell,https://bloodyman2103.itch.io/blobby-hell,3,https://itch.io/jam/newbies2,483,76,https://kosmotion.itch.io,0.039473684210526314
55483,king humman,https://shehabaldenhatem.itch.io/hi,1,https://itch.io/jam/oneix-game-jam,481,38,https://oneix.itch.io,0.02631578947368421
55505,Gone Viral,https://kalechipps.itch.io/gone-viral,1,https://itch.io/jam/discord-jam-5,481,107,https://ieyfo.itch.io,0.009345794392523364
55506,DNA Mutations,https://frozax.itch.io/dna-mutations,2,https://itch.io/jam/discord-jam-5,481,107,https://ieyfo.itch.io,0.018691588785046728
55507,ACE Metric,https://100th-coin.itch.io/ace-metric,3,https://itch.io/jam/discord-jam-5,481,107,https://ieyfo.itch.io,0.028037383177570093
55508,Cocooning For The Winter,https://bearvegas.itch.io/buggalo,4,https://itch.io/jam/discord-jam-5,481,107,https://ieyfo.itch.io,0.037383177570093455
55509,Breakout,https://theshaggydev.itch.io/breakout,5,https://itch.io/jam/discord-jam-5,481,107,https://ieyfo.itch.io,0.04672897196261682
55614,â«,https://kultisti.itch.io/00,1,https://itch.io/jam/mini-jam-76-radiation,475,127,https://zahranworrell.itch.io,0.007874015748031496
55615,Geiger,https://sambigos.itch.io/geiger,2,https://itch.io/jam/mini-jam-76-radiation,475,127,https://zahranworrell.itch.io,0.015748031496062992
55616,Baiter Master,https://team-treefish.itch.io/baiter-master,3,https://itch.io/jam/mini-jam-76-radiation,475,127,https://zahranworrell.itch.io,0.023622047244094488
55617,Another Day At The Office,https://matthdev.itch.io/another-day-at-the-office,4,https://itch.io/jam/mini-jam-76-radiation,475,127,https://zahranworrell.itch.io,0.031496062992125984
55618,Dysfunctional,https://purple-clam.itch.io/dysfunctional,5,https://itch.io/jam/mini-jam-76-radiation,475,127,https://zahranworrell.itch.io,0.03937007874015748
55619,Fission,https://cakestorm.itch.io/fission,6,https://itch.io/jam/mini-jam-76-radiation,475,127,https://zahranworrell.itch.io,0.047244094488188976
55742,Fruithillity,https://atoastedcrumpet.itch.io/fruithillity,1,https://itch.io/jam/mini-jam-89-pumpkin,474,86,https://zahranworrell.itch.io,0.011627906976744186
55743,A Patch to Appease,https://curiouscinni.itch.io/a-patch-to-appease,2,https://itch.io/jam/mini-jam-89-pumpkin,474,86,https://zahranworrell.itch.io,0.023255813953488372
55744,Medusa VS Perseus,https://ahmetahaydemir.itch.io/medusa-vs-perseus,3,https://itch.io/jam/mini-jam-89-pumpkin,474,86,https://zahranworrell.itch.io,0.03488372093023256
55745,Pale Faced Lightning,https://drew-g.itch.io/pale-faced-lightning,4,https://itch.io/jam/mini-jam-89-pumpkin,474,86,https://zahranworrell.itch.io,0.046511627906976744
55829,Moonlit,https://zahranworrell.itch.io/moonlit,1,https://itch.io/jam/metroidvania-month-14,473,51,https://falcon-nova.itch.io,0.0196078431372549
55830,Wanted,https://veralos.itch.io/wanted,2,https://itch.io/jam/metroidvania-month-14,473,51,https://falcon-nova.itch.io,0.0392156862745098
55882,Metro Cop (Demake Jam 2018 Winner),https://helpcomputer.itch.io/metro-cop,1,https://itch.io/jam/demake-jam,472,66,https://kronbits.itch.io,0.015151515151515152
55883,Bio Evil 4,https://gypopothomas.itch.io/bioevil4,2,https://itch.io/jam/demake-jam,472,66,https://kronbits.itch.io,0.030303030303030304
55884,Low Mem Sky,https://liquidream.itch.io/low-mem-sky-jam-version,3,https://itch.io/jam/demake-jam,472,66,https://kronbits.itch.io,0.045454545454545456
55950,Chaos Chess,https://blindeyes.itch.io/chaos-chess,1,https://itch.io/jam/backtrace-gamejam-3,470,59,https://btmarketing.itch.io,0.01694915254237288
55951,Tales of A Programmer,https://xtian2108.itch.io/tales-of-a-programmer,2,https://itch.io/jam/backtrace-gamejam-3,470,59,https://btmarketing.itch.io,0.03389830508474576
56012,Malagris,https://benhhopkins.itch.io/malagris,1,https://itch.io/jam/trick-or-treat-jam,467,90,https://societyofplay.itch.io,0.011111111111111112
56013,Tiny Halloween Simulator *Complete Edition*,https://abe-estos.itch.io/tiny-halloween-simulator,2,https://itch.io/jam/trick-or-treat-jam,467,90,https://societyofplay.itch.io,0.022222222222222223
56014,Trick or Meat,https://godjammit.itch.io/trick-or-meat,3,https://itch.io/jam/trick-or-treat-jam,467,90,https://societyofplay.itch.io,0.03333333333333333
56015,Grombit Eternal,https://definitely-not-tyler.itch.io/grombit-eternal,4,https://itch.io/jam/trick-or-treat-jam,467,90,https://societyofplay.itch.io,0.044444444444444446
56101,Forest Fire,https://mrpdf.itch.io/forest-fire,1,https://itch.io/jam/gjl-game-parade-summer-2021,466,114,https://gamesjobslive.itch.io,0.008771929824561403
56102,Plushie Bomber Classic,https://sleepisdying.itch.io/plushiebomber,2,https://itch.io/jam/gjl-game-parade-summer-2021,466,114,https://gamesjobslive.itch.io,0.017543859649122806
56103,Wolo - We Only Lived Once,https://andrearakuen.itch.io/wolo,3,https://itch.io/jam/gjl-game-parade-summer-2021,466,114,https://gamesjobslive.itch.io,0.02631578947368421
56104,Six Sided Solids,https://thesoulselector.itch.io/six-sided-solids,4,https://itch.io/jam/gjl-game-parade-summer-2021,466,114,https://gamesjobslive.itch.io,0.03508771929824561
56105,Cube of Morten,https://deezaath.itch.io/cube-of-morten,5,https://itch.io/jam/gjl-game-parade-summer-2021,466,114,https://gamesjobslive.itch.io,0.043859649122807015
56106,"One Round, Back Around",https://steeley.itch.io/one-round-back-around,5,https://itch.io/jam/gjl-game-parade-summer-2021,466,114,https://gamesjobslive.itch.io,0.043859649122807015
56216,é¸å¥å·¥å ´ã¨ãã¦ ã®ç§ã®ç©èª,https://meadjix.itch.io/high-score-game-jam,1,https://itch.io/jam/scorejam14,456,106,https://scorespace.itch.io,0.009433962264150943
56217,Ker'boblin Crunch,https://citizendevelopers.itch.io/kerboblin-crunch,2,https://itch.io/jam/scorejam14,456,106,https://scorespace.itch.io,0.018867924528301886
56218,Pizza Time,https://warbledev.itch.io/pizza-time,3,https://itch.io/jam/scorejam14,456,106,https://scorespace.itch.io,0.02830188679245283
56219,Speed Stitch,https://soggykiwi.itch.io/speed-stitch,4,https://itch.io/jam/scorejam14,456,106,https://scorespace.itch.io,0.03773584905660377
56220,Paintkiller,https://dunkelgrau.itch.io/paintkiller,5,https://itch.io/jam/scorejam14,456,106,https://scorespace.itch.io,0.04716981132075472
56322,String Thing,https://saturnyoshi.itch.io/string-thing,1,https://itch.io/jam/nokiajam4,453,130,https://phillipp.itch.io,0.007692307692307693
56323,I Want To Leave,https://bokonon-yossarian.itch.io/i-want-to-leave,2,https://itch.io/jam/nokiajam4,453,130,https://phillipp.itch.io,0.015384615384615385
56324,GHAWASA,https://dyariko.itch.io/ghawasa,3,https://itch.io/jam/nokiajam4,453,130,https://phillipp.itch.io,0.023076923076923078
56325,Mini Magic Dungeon,https://damon.itch.io/mini-magic-dungeon,4,https://itch.io/jam/nokiajam4,453,130,https://phillipp.itch.io,0.03076923076923077
56326,Lights Out,https://escada-games.itch.io/lights-out,5,https://itch.io/jam/nokiajam4,453,130,https://phillipp.itch.io,0.038461538461538464
56327,Peng Power,https://flowersnek.itch.io/peng-power,6,https://itch.io/jam/nokiajam4,453,130,https://phillipp.itch.io,0.046153846153846156
56332,SCANLINE,https://rxi.itch.io/scanline,1,https://itch.io/jam/cga-jam,453,108,https://kronbits.itch.io,0.009259259259259259
56333,Guns 'n' Stallions,https://npjarcade.itch.io/guns-n-stallions,2,https://itch.io/jam/cga-jam,453,108,https://kronbits.itch.io,0.018518518518518517
56334,PLAGAS O PLOMOS,https://marbenx.itch.io/plagas-o-plomos,3,https://itch.io/jam/cga-jam,453,108,https://kronbits.itch.io,0.027777777777777776
56335,Greedy Heroes,https://pixelpaladin.itch.io/greedy-heroes,4,https://itch.io/jam/cga-jam,453,108,https://kronbits.itch.io,0.037037037037037035
56336,Tower of Rubble,https://flatgub.itch.io/tower-of-rubble,5,https://itch.io/jam/cga-jam,453,108,https://kronbits.itch.io,0.046296296296296294
56447,Odiseas de otro mundo (OdOM),https://marcoscb.itch.io/odom,1,https://itch.io/jam/locjam-rpg,451,105,https://locjam.itch.io,0.009523809523809525
56448,Wordarch Studio - [TR] Turkish LocJAM Entry,https://wordarch.itch.io/wordarch-studio-turkish-locjam-entry,1,https://itch.io/jam/locjam-rpg,451,105,https://locjam.itch.io,0.009523809523809525
56449,Jornadas ao Desconhecido,https://guilhermemusashi.itch.io/jornadas-ao-desconhecido,1,https://itch.io/jam/locjam-rpg,451,105,https://locjam.itch.io,0.009523809523809525
56450,Aventuras en un Mundo Paralelo,https://theleftovers.itch.io/aventuras-en-un-mundo-paralelo,1,https://itch.io/jam/locjam-rpg,451,105,https://locjam.itch.io,0.009523809523809525
56451,Aventuras IntergalÃ¡cticas (EN-ES) [Tradulokis],https://tradulokis.itch.io/aventuras-intergalcticas-en-es-tradulokis,5,https://itch.io/jam/locjam-rpg,451,105,https://locjam.itch.io,0.047619047619047616
56548,Deeper,https://mrbundles.itch.io/underground,1,https://itch.io/jam/godot-wild-jam-45,450,81,https://bakenshake09.itch.io,0.012345679012345678
56549,The Lazy Comedy,https://endorth.itch.io/the-lazy-comedy,2,https://itch.io/jam/godot-wild-jam-45,450,81,https://bakenshake09.itch.io,0.024691358024691357
56550,Snake Sweeper,https://sporktank.itch.io/snake-sweeper,3,https://itch.io/jam/godot-wild-jam-45,450,81,https://bakenshake09.itch.io,0.037037037037037035
56551,subsuburban,https://connorrowe.itch.io/subsuburban,4,https://itch.io/jam/godot-wild-jam-45,450,81,https://bakenshake09.itch.io,0.04938271604938271
56629,Hell Outta Here,https://pen-island.itch.io/hell-outta-here,1,https://itch.io/jam/mini-jam-69-hell,450,101,https://zahranworrell.itch.io,0.009900990099009901
56630,Deck Demonica,https://reedsx20.itch.io/deck-demonica,2,https://itch.io/jam/mini-jam-69-hell,450,101,https://zahranworrell.itch.io,0.019801980198019802
56631,Hellcrawler,https://smorrebrot.itch.io/hellcrawler,3,https://itch.io/jam/mini-jam-69-hell,450,101,https://zahranworrell.itch.io,0.0297029702970297
56632,Demons Game,https://ilprinni.itch.io/demons-game,4,https://itch.io/jam/mini-jam-69-hell,450,101,https://zahranworrell.itch.io,0.039603960396039604
56633,Inferno Dealer,https://fiumals.itch.io/inferno-dealer,5,https://itch.io/jam/mini-jam-69-hell,450,101,https://zahranworrell.itch.io,0.04950495049504951
56730,KnifeBot,https://thulko.itch.io/knifebot,1,https://itch.io/jam/mini-jam-86-sports,449,107,https://zahranworrell.itch.io,0.009345794392523364
56731,Neon Shadows,https://psonbre.itch.io/neon-shadows,2,https://itch.io/jam/mini-jam-86-sports,449,107,https://zahranworrell.itch.io,0.018691588785046728
56732,HurdleBot,https://gustavorubo.itch.io/hurdlebot,3,https://itch.io/jam/mini-jam-86-sports,449,107,https://zahranworrell.itch.io,0.028037383177570093
56733,"Dance, Dude!",https://gernknod.itch.io/dance-dude,4,https://itch.io/jam/mini-jam-86-sports,449,107,https://zahranworrell.itch.io,0.037383177570093455
56734,The Ball Is Alive!,https://traloc-dheckoa.itch.io/the-ball-is-alive,5,https://itch.io/jam/mini-jam-86-sports,449,107,https://zahranworrell.itch.io,0.04672897196261682
56843,GravRabbit,https://readymajor.itch.io/gravrabbit,1,https://itch.io/jam/mini-jam-107-music,448,96,https://zahranworrell.itch.io,0.010416666666666666
56844,Pocket Planets,https://steaf123.itch.io/minijam-107,2,https://itch.io/jam/mini-jam-107-music,448,96,https://zahranworrell.itch.io,0.020833333333333332
56845,Sing Song Orbit,https://kerneliron.itch.io/sing-song-orbit,3,https://itch.io/jam/mini-jam-107-music,448,96,https://zahranworrell.itch.io,0.03125
56846,Dropman [JAM VERSION],https://deadpixelsociety.itch.io/dropman,4,https://itch.io/jam/mini-jam-107-music,448,96,https://zahranworrell.itch.io,0.041666666666666664
56940,Weighty Wisdom,https://tomputergames.itch.io/weighty-wisdom,1,https://itch.io/jam/mini-jam-75-wisdom,444,103,https://zahranworrell.itch.io,0.009708737864077669
56941,Weight of the Soul,https://yumehiko.itch.io/weightofthesoul,2,https://itch.io/jam/mini-jam-75-wisdom,444,103,https://zahranworrell.itch.io,0.019417475728155338
56942,Conjuring & Curating (Game Jam Edition),https://probablyadev.itch.io/conjuring-curating,3,https://itch.io/jam/mini-jam-75-wisdom,444,103,https://zahranworrell.itch.io,0.02912621359223301
56943,Weight Wanderer,https://hyperspace-wizard.itch.io/weight-wanderer,4,https://itch.io/jam/mini-jam-75-wisdom,444,103,https://zahranworrell.itch.io,0.038834951456310676
56944,ReDiscovery,https://jacobgreendev.itch.io/rediscovery,5,https://itch.io/jam/mini-jam-75-wisdom,444,103,https://zahranworrell.itch.io,0.04854368932038835
57042,Out of Fuel,https://kanielding.itch.io/out-of-fuel,1,https://itch.io/jam/mashup-game-jam,443,125,https://mashupgames.itch.io,0.008
57043,Astrolight,https://jolomoju.itch.io/astrolight,2,https://itch.io/jam/mashup-game-jam,443,125,https://mashupgames.itch.io,0.016
57044,SnowBall,https://n0vaknight.itch.io/snowball,3,https://itch.io/jam/mashup-game-jam,443,125,https://mashupgames.itch.io,0.024
57045,A Virtuous Run,https://kiwigamedev.itch.io/a-virtuous-run,4,https://itch.io/jam/mashup-game-jam,443,125,https://mashupgames.itch.io,0.032
57046,MINEREST,https://wuzzywizard.itch.io/minerest,5,https://itch.io/jam/mashup-game-jam,443,125,https://mashupgames.itch.io,0.04
57047,SML: Size Matters,https://olgagames.itch.io/sml-size-matters,6,https://itch.io/jam/mashup-game-jam,443,125,https://mashupgames.itch.io,0.048
57167,I Supermaghi della Galassia (doppiaggio italiano),https://alain-invasion.itch.io/supermaghi,1,https://itch.io/jam/locjam-5,441,113,https://locjam.itch.io,0.008849557522123894
57168,IWF [Weird & Funny Edition],https://weird-and-funny.itch.io/iwf-weird-funny,1,https://itch.io/jam/locjam-5,441,113,https://locjam.itch.io,0.008849557522123894
57169,éæ²³è­¦åéã¦ã£ã¶ã¼ãâãã©ã¼ã¹ [EN to JP],https://sarachi-emptylot.itch.io/locjam5-2022,1,https://itch.io/jam/locjam-5,441,113,https://locjam.itch.io,0.008849557522123894
57170,MiÄdzygalaktyczna Eskadra Czarodziei [PL],https://caap.itch.io/midzygalaktyczna-eskadra-czarodziei,1,https://itch.io/jam/locjam-5,441,113,https://locjam.itch.io,0.008849557522123894
57171,ForÃ§a MÃ gica IntergalÃ ctica,https://perita.itch.io/forca-magica-intergalactica,5,https://itch.io/jam/locjam-5,441,113,https://locjam.itch.io,0.04424778761061947
57172,[LocJam5] - Intergalactic Wizard Force [FR],https://locasaurusfr.itch.io/locjam-iwf,5,https://itch.io/jam/locjam-5,441,113,https://locjam.itch.io,0.04424778761061947
57246,Valkyrie Command,https://playimu.itch.io/valkyriecommand,1,https://itch.io/jam/mechjam2,441,74,https://dungeon.itch.io,0.013513513513513514
57247,Mech Force Inferno,https://tytydavis.itch.io/mech-force-inferno,2,https://itch.io/jam/mechjam2,441,74,https://dungeon.itch.io,0.02702702702702703
57248,Mech-Zed,https://dkoitka.itch.io/mech-zed,3,https://itch.io/jam/mechjam2,441,74,https://dungeon.itch.io,0.04054054054054054
57321,Witch One?,https://drewbys-games.itch.io/witch-one,1,https://itch.io/jam/scribble-jam,436,76,https://joey-staps.itch.io,0.013157894736842105
57322,Glyph Wizard,https://roboolet.itch.io/glyph-wizard,2,https://itch.io/jam/scribble-jam,436,76,https://joey-staps.itch.io,0.02631578947368421
57323,Pencil Dungeon,https://generalis.itch.io/pencil-dungeon,3,https://itch.io/jam/scribble-jam,436,76,https://joey-staps.itch.io,0.039473684210526314
57324,Woobin Dub,https://made3.itch.io/woobindub,3,https://itch.io/jam/scribble-jam,436,76,https://joey-staps.itch.io,0.039473684210526314
57325,Visitor from the Scribble World,https://ollipa.itch.io/visitor-from-the-scribble-world,3,https://itch.io/jam/scribble-jam,436,76,https://joey-staps.itch.io,0.039473684210526314
57397,Unlucid,https://harambert.itch.io/unlucid,1,https://itch.io/jam/metroidvania-month-8,435,41,https://falcon-nova.itch.io,0.024390243902439025
57398,Surgevania,https://donitz.itch.io/surgevania,2,https://itch.io/jam/metroidvania-month-8,435,41,https://falcon-nova.itch.io,0.04878048780487805
57442,TileTex,https://mikletuapse.itch.io/tiletex,1,https://itch.io/jam/the-tool-jam-2,435,105,https://leonlenclos.itch.io,0.009523809523809525
57443,Sushi! Color Picker,https://makorie.itch.io/sushi-color-picker,2,https://itch.io/jam/the-tool-jam-2,435,105,https://leonlenclos.itch.io,0.01904761904761905
57444,Nardom_Gen,https://aragatodag.itch.io/nardom-gen,3,https://itch.io/jam/the-tool-jam-2,435,105,https://leonlenclos.itch.io,0.02857142857142857
57445,Tiger Game Engine,https://damiende.itch.io/tiger-game-engine,4,https://itch.io/jam/the-tool-jam-2,435,105,https://leonlenclos.itch.io,0.0380952380952381
57446,Rain Beat,https://lonelybot.itch.io/rain-beat,5,https://itch.io/jam/the-tool-jam-2,435,105,https://leonlenclos.itch.io,0.047619047619047616
57549,Exfiltrator,https://iwilliams.itch.io/exfiltrator,1,https://itch.io/jam/32bit-jam-2021,434,59,https://team-potato.itch.io,0.01694915254237288
57550,Remi The Hive Spy!,https://enoh32.itch.io/remi-the-hive-spy,2,https://itch.io/jam/32bit-jam-2021,434,59,https://team-potato.itch.io,0.03389830508474576
57610,Starving Sniper,https://blek.itch.io/starving-sniper,1,https://itch.io/jam/mini-jam-56-sky,432,112,https://zahranworrell.itch.io,0.008928571428571428
57611,Arcus - Battle in the Skies,https://gabrielkoba.itch.io/arcus-battle-in-the-skies,2,https://itch.io/jam/mini-jam-56-sky,432,112,https://zahranworrell.itch.io,0.017857142857142856
57612,The Last Doughnut,https://plazaro.itch.io/the-last-doughnut,3,https://itch.io/jam/mini-jam-56-sky,432,112,https://zahranworrell.itch.io,0.026785714285714284
57613,Figure 0,https://vextorm.itch.io/figure-0,4,https://itch.io/jam/mini-jam-56-sky,432,112,https://zahranworrell.itch.io,0.03571428571428571
57614,Clumsy Flights,https://perlin.itch.io/clumsy-flights,5,https://itch.io/jam/mini-jam-56-sky,432,112,https://zahranworrell.itch.io,0.044642857142857144
57725,Petty Party,https://jabuwu.itch.io/petty-party,1,https://itch.io/jam/bevy-jam-1,431,74,https://bevy.itch.io,0.013513513513513514
57726,Â¿QuiÃ©n es el Mechaburro?,https://ramirezmike2.itch.io/quien-es-el-mechaburro,2,https://itch.io/jam/bevy-jam-1,431,74,https://bevy.itch.io,0.02702702702702703
57727,Chaz,https://luizchagasjardim.itch.io/chaz,3,https://itch.io/jam/bevy-jam-1,431,74,https://bevy.itch.io,0.04054054054054054
57799,Captain Wilson,https://solroo.itch.io/captain-wilson-and-the-strawberry-pirates,1,https://itch.io/jam/mini-jam-50-islands,430,130,https://zahranworrell.itch.io,0.007692307692307693
57800,LilAdventure,https://goori.itch.io/liladventure,2,https://itch.io/jam/mini-jam-50-islands,430,130,https://zahranworrell.itch.io,0.015384615384615385
57801,Space Hook,https://keb1t.itch.io/space-hook,3,https://itch.io/jam/mini-jam-50-islands,430,130,https://zahranworrell.itch.io,0.023076923076923078
57802,Gel Seeker,https://lila-k.itch.io/gel-seeker,4,https://itch.io/jam/mini-jam-50-islands,430,130,https://zahranworrell.itch.io,0.03076923076923077
57803,Oasisles,https://skopjie.itch.io/oasisles,5,https://itch.io/jam/mini-jam-50-islands,430,130,https://zahranworrell.itch.io,0.038461538461538464
57804,five second rule,https://lilbernier.itch.io/five-second-rule,6,https://itch.io/jam/mini-jam-50-islands,430,130,https://zahranworrell.itch.io,0.046153846153846156
57931,Dice of Destiny,https://jestemstefan.itch.io/dice-of-destiny,1,https://itch.io/jam/godot-wild-jam-32,430,84,https://bakenshake09.itch.io,0.011904761904761904
57932,7's Gone Mad,https://nisovin.itch.io/7-8-9,2,https://itch.io/jam/godot-wild-jam-32,430,84,https://bakenshake09.itch.io,0.023809523809523808
57933,7 Turns to Drown,https://trydev.itch.io/7-turns-to-drown,3,https://itch.io/jam/godot-wild-jam-32,430,84,https://bakenshake09.itch.io,0.03571428571428571
57934,Snail Race,https://idlebum.itch.io/snail-race,4,https://itch.io/jam/godot-wild-jam-32,430,84,https://bakenshake09.itch.io,0.047619047619047616
58019,Rayvolution,https://kz.itch.io/rayvolution,2,https://itch.io/jam/godot-wild-jam-22,429,69,https://bakenshake09.itch.io,0.028985507246376812
58020,Underling Worker Union,https://geekzanonymous.itch.io/underling-worker-union,3,https://itch.io/jam/godot-wild-jam-22,429,69,https://bakenshake09.itch.io,0.043478260869565216
58090,Mystical Samurai,https://daz.itch.io/mystical-samurai,1,https://itch.io/jam/gbjam-7,426,108,https://retroshark.itch.io,0.009259259259259259
58091,Gum Girl - GBJAM 2019 [2nd Place],https://caseportman.itch.io/gum-girl,2,https://itch.io/jam/gbjam-7,426,108,https://retroshark.itch.io,0.018518518518518517
58092,Tachypsychia,https://lateralis.itch.io/tachypsychia,3,https://itch.io/jam/gbjam-7,426,108,https://retroshark.itch.io,0.027777777777777776
58093,Jester's Helper,https://all-x.itch.io/jesters-helper,4,https://itch.io/jam/gbjam-7,426,108,https://retroshark.itch.io,0.037037037037037035
58094,Antonball Classic,https://summitsphere.itch.io/antonball,5,https://itch.io/jam/gbjam-7,426,108,https://retroshark.itch.io,0.046296296296296294
58202,Dog and the Walkers,https://flaxbeard.itch.io/dog-and-the-walkers,1,https://itch.io/jam/mini-jam-54-memories,423,93,https://zahranworrell.itch.io,0.010752688172043012
58203,Grandpa found love,https://stackpointer.itch.io/grandpa-found-love,2,https://itch.io/jam/mini-jam-54-memories,423,93,https://zahranworrell.itch.io,0.021505376344086023
58204,The Past,https://ikarusq.itch.io/the-past,3,https://itch.io/jam/mini-jam-54-memories,423,93,https://zahranworrell.itch.io,0.03225806451612903
58205,Memory Data Memory,https://yuu11.itch.io/memory-data-memory,4,https://itch.io/jam/mini-jam-54-memories,423,93,https://zahranworrell.itch.io,0.043010752688172046
58297,Adventuring Pixx,https://rhaelzo.itch.io/adventuring-pixx,1,https://itch.io/jam/mini-jam-96-fate,421,61,https://zahranworrell.itch.io,0.01639344262295082
58298,WASD+E,https://na-es.itch.io/wasde,2,https://itch.io/jam/mini-jam-96-fate,421,61,https://zahranworrell.itch.io,0.03278688524590164
58299,Body Head,https://vesite.itch.io/body-head,3,https://itch.io/jam/mini-jam-96-fate,421,61,https://zahranworrell.itch.io,0.04918032786885246
58361,Moon Path,https://dukebr.itch.io/moon-path,1,https://itch.io/jam/lux-jam,421,108,https://lanalux.itch.io,0.009259259259259259
58362,Shadow's perspective,https://tenshi42.itch.io/shadows-perspective,2,https://itch.io/jam/lux-jam,421,108,https://lanalux.itch.io,0.018518518518518517
58363,Light and Shadow: The Movie: The Making Of: The Game,https://sobad.itch.io/light-and-shadow-the-movie-the-making-of-the-game,3,https://itch.io/jam/lux-jam,421,108,https://lanalux.itch.io,0.027777777777777776
58364,Light & Shadow,https://propuke.itch.io/light-shadow,3,https://itch.io/jam/lux-jam,421,108,https://lanalux.itch.io,0.027777777777777776
58365,LampLighter,https://sprialite.itch.io/lamplighter,5,https://itch.io/jam/lux-jam,421,108,https://lanalux.itch.io,0.046296296296296294
58469,Cheese and Leek,https://emacritz.itch.io/cheese-and-leek,1,https://itch.io/jam/wanna-yam-jam,418,74,https://wannibemanisha.itch.io,0.013513513513513514
58470,Alien Talk,https://ricenoodles.itch.io/alien-talk,2,https://itch.io/jam/wanna-yam-jam,418,74,https://wannibemanisha.itch.io,0.02702702702702703
58471,Throw Down The Gauntlet,https://krons.itch.io/throw-down-the-gauntlet,3,https://itch.io/jam/wanna-yam-jam,418,74,https://wannibemanisha.itch.io,0.04054054054054054
58544,12 Hours to Witching Hour,https://frousengames.itch.io/12-hours-to-witching-hour,1,https://itch.io/jam/godot-wild-jam-50,414,71,https://bakenshake09.itch.io,0.014084507042253521
58545,Barlaam's Ritual,https://sporktank.itch.io/barlaams-ritual,2,https://itch.io/jam/godot-wild-jam-50,414,71,https://bakenshake09.itch.io,0.028169014084507043
58546,Intricard,https://sigitang.itch.io/intricard,3,https://itch.io/jam/godot-wild-jam-50,414,71,https://bakenshake09.itch.io,0.04225352112676056
58618,Soulclad,https://justcamh.itch.io/soulclad,1,https://itch.io/jam/metroidvania-month-13,413,29,https://falcon-nova.itch.io,0.034482758620689655
58647,Overclocked,https://escada-games.itch.io/overclocked,1,https://itch.io/jam/godot-wild-jam-49,408,70,https://bakenshake09.itch.io,0.014285714285714285
58648,Spork's Most Unstable Week of the Month,https://sporktank.itch.io/sporks-most-unstable-week-of-the-month,2,https://itch.io/jam/godot-wild-jam-49,408,70,https://bakenshake09.itch.io,0.02857142857142857
58649,Supercritical: A Post-Apocalyptic Bonsai,https://maaack.itch.io/supercritical-a-post-apocalyptic-bonsai,3,https://itch.io/jam/godot-wild-jam-49,408,70,https://bakenshake09.itch.io,0.04285714285714286
58717,Gamera's Binding,https://devnugget.itch.io/gameras-binding,1,https://itch.io/jam/mini-jam-81-kaiju,405,77,https://zahranworrell.itch.io,0.012987012987012988
58718,Mecha Mayor,https://chase-of-bass.itch.io/mecha-mayor,2,https://itch.io/jam/mini-jam-81-kaiju,405,77,https://zahranworrell.itch.io,0.025974025974025976
58719,Kaiju Walking Simulator,https://thejonu.itch.io/kaiju,3,https://itch.io/jam/mini-jam-81-kaiju,405,77,https://zahranworrell.itch.io,0.03896103896103896
