,game_name,game_url,game_rank,jam_url,participants,submissions,host,game_score
0,Randomancer,https://riuku.itch.io/randomancer,1,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0001645548790521639
1,Holonomy,https://fuzzyzilla.itch.io/holonomy,2,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0003291097581043278
2,The Quest of the Dice,https://matteo-dalessandro.itch.io/the-quest-of-the-dice,3,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0004936646371564917
3,Where They Fall,https://manatea.itch.io/where-they-fall,4,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0006582195162086556
4,Minute Matcher,https://serponge.itch.io/minute-matcher,5,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0008227743952608195
5,Ultimate Rollies,https://grobaworks.itch.io/ultimate-rollies,6,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0009873292743129835
6,Fire and Dice,https://golen.itch.io/fire-and-dice,7,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0011518841533651473
7,Rolling Racers,https://stevopineapple.itch.io/rolling-racers,8,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0013164390324173112
8,Dice Catcher,https://kultisti.itch.io/dice-catcher,9,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.001480993911469475
9,Battle For the Board Demo,https://speediocre.itch.io/battle-for-the-board,10,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.001645548790521639
10,TYPING,https://typing2122.itch.io/typing,11,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0018101036695738028
11,SPEEDLINE,https://wushy.itch.io/speedline,12,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.001974658548625967
12,How to Dice Mushrooms,https://guilloteam.itch.io/how-to-dice-mushrooms,13,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.002139213427678131
13,GIMMIKO,https://pep.itch.io/gimmikogmtk,14,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0023037683067302947
14,Roll To Hit (On) [GMTKJam Edition],https://lucabgt.itch.io/roll-to-hit-on,15,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0024683231857824586
15,Roll of Gaia,https://iced-lemon.itch.io/roll-of-gaia,16,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0026328780648346224
16,A Tiny Chance,https://thoseawesomeguys.itch.io/a-tiny-chance,17,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.0027974329438867863
17,Dice is the Way,https://x310.itch.io/dice-is-the-way,18,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.00296198782293895
18,Pair-Dice Dating: Sentenced to Die,https://simonisacssona.itch.io/pair-dice-dating-sentenced-to-die,19,https://itch.io/jam/gmtk-jam-2022,22000,6077,https://gmtk.itch.io,0.003126542701991114
6086,Word Factori (previously known as factori),https://stargardengames.itch.io/factori,1,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.00017733640716439085
6087,Static Cling,https://team-bugulon.itch.io/static-cling,2,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0003546728143287817
6088,Utterly Threadful,https://countthrepe.itch.io/utterly-threadful,3,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0005320092214931725
6089,SparkLink,https://serponge.itch.io/sparklink,4,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0007093456286575634
6090,Maze of the Mini-taur,https://z-richman.itch.io/maze-of-the-mini-taur,5,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0008866820358219542
6091,Abra Click (Trial Version),https://justcamh.itch.io/abra-click,6,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.001064018442986345
6092,Ghostel,https://olhermite.itch.io/ghostel,7,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.001241354850150736
6093,Whale Eater,https://moraguma.itch.io/whale-eater,8,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0014186912573151268
6094,Phasing Puller,https://mvln.itch.io/phasing-puller,9,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0015960276644795177
6095,TetherGeist,https://jottesen.itch.io/tethergeist,10,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0017733640716439084
6096,Mrs. MODIFIER,https://walaber-ent.itch.io/mrs-modifier,11,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0019507004788082993
6097,I Gacha Head,https://dylanbrowngames.itch.io/i-gacha-head,12,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.00212803688597269
6098,Puzzle Sigma,https://jontopielski.itch.io/puzzle-sigma,13,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.002305373293137081
6099,Space Scrap Shuffle,https://finite-reflection.itch.io/space-scrap-shuffle,14,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.002482709700301472
6100,Para||el (GMTK Game Jam 2021 Submission),https://lilalien.itch.io/parallel-gmtk-2021,15,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0026600461074658627
6101,Join Now!,https://matheuscunegato.itch.io/join-now,16,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0028373825146302536
6102,BALL TO THE WALL,https://chaoclypse.itch.io/ball-to-the-wall,17,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0030147189217946445
6103,Rift Shift,https://ihapiece.itch.io/rift-shift,18,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0031920553289590354
6104,Shuffolks!,https://kz.itch.io/shuffolks,19,https://itch.io/jam/gmtk-2021,21900,5639,https://gmtk.itch.io,0.0033693917361234263
11781,Let There Be Cat!,https://kyboon.itch.io/let-there-be-cat,1,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.0005871990604815032
11782,Tickets,https://ravensa.itch.io/tickets,2,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.0011743981209630064
11783,Greg's Mess,https://theshelfman.itch.io/gregs-mess,3,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.0017615971814445098
11784,Title In Progress,https://jasontherand.itch.io/titleinprogress,4,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.002348796241926013
11785,Colorful Chaos in the Factory,https://mogamer09.itch.io/ccif,5,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.002935995302407516
11786,Tiffany Tantrum,https://kainaris.itch.io/tiffany-tantrum,6,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.0035231943628890195
11787,Do you Popcorn,https://shashking.itch.io/do-you-popcorn,7,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.004110393423370522
11788,Chaos Elevator,https://matteo-dalessandro.itch.io/chaos-elevator,8,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.004697592483852026
11789,c0nsole,https://quzx-qreations.itch.io/c0nsole,9,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.005284791544333529
11790,\ACCESS GRANTED\,https://steventus.itch.io/access-granted,10,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.005871990604815032
11791,Catacomb Chaos,https://cosmiclads.itch.io/catacomb-chaos,11,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.0064591896652965355
11792,Fishbowl Firefight,https://megabox1.itch.io/fishbowl-firefight,12,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.007046388725778039
11793,Let There Be Nuts!,https://m-casa.itch.io/let-there-be-nuts,13,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.007633587786259542
11794,Text and Drive,https://hurlcatgames.itch.io/textanddrive,14,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.008220786846741044
11795,every thirteenth second,https://lordmlekk.itch.io/everythirteenthsecond,15,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.008807985907222548
11796,Rocketjumper,https://wuppos.itch.io/rocketjumper,16,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.009395184967704051
11797,The I.T Guy,https://alxgames.itch.io/the-it-guy,17,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.009982384028185555
11798,Chaos Control,https://ludoxe.itch.io/chaos-control,18,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.010569583088667059
11799,La Cirque du Manchot Magnifique,https://zoolouie.itch.io/la-cirque-du-manchot-magnifique,19,https://itch.io/jam/brackeys-6,10700,1703,https://codemyst.itch.io,0.011156782149148562
13500,Shadeshift,https://lunasii.itch.io/shadeshift,1,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0006305170239596469
13501,Alter Ego,https://ascpixi.itch.io/alter-ego,2,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0012610340479192938
13502,Fake to Escape,https://ashleyad.itch.io/fake-to-escape,3,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0018915510718789407
13503,Reality Basher,https://overtime-games.itch.io/reality-basher,4,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0025220680958385876
13504,Non-Surreal Game,https://nowknown.itch.io/non-surreal-game,5,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0031525851197982345
13505,Blink,https://domcripps.itch.io/blink,6,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0037831021437578815
13506,neuralquest_,https://randevs-studios.itch.io/neuralquest,7,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.004413619167717529
13507,The Mirror of Truth,https://spicyfrog.itch.io/the-mirror-of-truth,8,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.005044136191677175
13508,Totally Normal Inn,https://jasontherand.itch.io/definitely-not-haunted-house,9,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.005674653215636823
13509,Playtest,https://skngh.itch.io/playtest,10,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.006305170239596469
13510,Mimic Sleuth,https://quatsch-games.itch.io/mimic-sleuth,11,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.0069356872635561164
13511,Granny's Cellar,https://moonfich.itch.io/granny-cellar,12,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.007566204287515763
13512,Believe or Die,https://luquilucas.itch.io/believeordie,13,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.00819672131147541
13513,LASERKEEP,https://danqzq.itch.io/laserkeep,14,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.008827238335435058
13514,"The flower in mirrors,the moon in lake",https://bananadog1218.itch.io/mirrorsandshadow,15,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.009457755359394703
13515,Emet Dreams,https://jenceslav.itch.io/emet-dreams,16,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.01008827238335435
13516,Tau,https://c1ay.itch.io/tau,17,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.010718789407313998
13517,The That,https://maxhealthgames.itch.io/the-that,18,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.011349306431273645
13518,Lava Leap,https://vimlark.itch.io/lava-leap,19,https://itch.io/jam/brackeys-7,10400,1586,https://codemyst.itch.io,0.01197982345523329
15104,TEAM T.G.A,https://triality-games.itch.io/team-tga,1,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.0005574136008918618
15105,Hadron,https://ezra-mason.itch.io/hadron,2,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.0011148272017837235
15106,Soulscape,https://vinarkgames.itch.io/soulscape,3,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.0016722408026755853
15107,Soloband,https://barbiche.itch.io/soloband,4,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.002229654403567447
15108,Already Dead,https://blackopsben.itch.io/already-dead,5,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.002787068004459309
15109,The Bendy Strawmen Inc. Team Bonding Beach Volley Bonanza,https://anttihaavikko.itch.io/tbsitbbvb,6,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.0033444816053511705
15110,Death Bind,https://code-drifters.itch.io/death-bind,7,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.0039018952062430325
15111,Conductor,https://maryphun.itch.io/conductor,8,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.004459308807134894
15112,HexIsles,https://rakkoon.itch.io/hexisles,9,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.005016722408026756
15113,Companion,https://k12-studios.itch.io/companion,10,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.005574136008918618
15114,Monkey Business,https://cosmiclads.itch.io/monkey-business,11,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.006131549609810479
15115,Machine Dream,https://pipotchi.itch.io/machine-dream,12,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.006688963210702341
15116,Sticky Slimes,https://sominstudios.itch.io/sticky-slimes,13,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.007246376811594203
15117,Dark Marsh,https://olivierguillaume.itch.io/dark-marsh,14,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.007803790412486065
15118,Trenchcoat,https://tvtyler.itch.io/trenchcoat,15,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.008361204013377926
15119,Linklings,https://sorarikun.itch.io/linklings,15,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.008361204013377926
15120,Twin Planets,https://mallapp.itch.io/twin-planets,17,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.00947603121516165
15121,Bounce,https://jenceslav.itch.io/bounce,18,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.010033444816053512
15122,Instant Ramen,https://jelindo.itch.io/instant-ramen,19,https://itch.io/jam/brackeys-5,9999,1794,https://yilian.itch.io,0.010590858416945374
16936,DUX & NOX,https://elvinlc.itch.io/dux-nox,1,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0005678591709256105
16937,Sir Ewind,https://oco.itch.io/sir-ewind,2,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.001135718341851221
16938,The Case of the Deviant Detective,https://mythosinteractive.itch.io/the-deviant-detective,3,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0017035775127768314
16939,To Grow,https://danielfib.itch.io/to-grow,4,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.002271436683702442
16940,Time and Again,https://avonate.itch.io/time-and-again,5,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0028392958546280523
16941,Back to the Button,https://itaygerson.itch.io/backtothebutton,6,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0034071550255536627
16942,Faux,https://jakasaurus.itch.io/faux,7,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.003975014196479273
16943,Tape me up,https://saidrog.itch.io/tape-me-up,8,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.004542873367404884
16944,RetroRift,https://freezedice.itch.io/retrorift,9,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.005110732538330494
16945,SUSHI unROLL,https://unsame.itch.io/sushi-unroll,10,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0056785917092561046
16946,Flashback,https://drewgraham.itch.io/flashback,11,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.006246450880181715
16947,Magic Cassette,https://sominstudios.itch.io/magic-cassette,12,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0068143100511073255
16948,Final Shot,https://qer24.itch.io/final-shot,13,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.0073821692220329355
16949,Kaset,https://joshuapelican.itch.io/kaset,14,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.007950028392958546
16950,Time Seek,https://sleepisdying.itch.io/time-seek,15,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.008517887563884156
16951,It's a wrap! (Jam version),https://chankostudios.itch.io/its-a-wrap,16,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.009085746734809767
16952,Tether Well,https://sambigos.itch.io/tether-well,17,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.009653605905735378
16953,Undo,https://lunadyedred.itch.io/undo,18,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.010221465076660987
16954,Prototype R,https://thewinrawr.itch.io/prototype-r,19,https://itch.io/jam/brackeys-4,8878,1761,https://yilian.itch.io,0.010789324247586598
18729,do;MIN(0),https://anttihaavikko.itch.io/domino,1,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.001953125
18730,BENDYWORM,https://bauxite.itch.io/bendyworm,2,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.00390625
18731,Hivemind,https://raformatico.itch.io/hivemind,3,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.005859375
18732,Doorframe OZ,https://clawboomgames.itch.io/doorframe-oz,4,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.0078125
18733,godot_platformer.exe,https://thewinrawr.itch.io/godot-platformer-exe,5,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.009765625
18734,Bug on the moon ðð,https://vlopes.itch.io/bug-on-the-moon,6,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.01171875
18735,Bumblebee Blitz,https://nisovin.itch.io/bumblebee-blitz,7,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.013671875
18736,Don't Bug Me!,https://octobass.itch.io/dont-bug-me,8,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.015625
18737,Cordyception,https://nilolo.itch.io/cordyception,9,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.017578125
18738,PatchDroid,https://crankky.itch.io/pathdroid,10,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.01953125
18739,Beyond the UnderGround,https://pke1029.itch.io/beyond-the-underground,11,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.021484375
18740,squashy bug,https://petpumpkin.itch.io/squashy-bug,12,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.0234375
18741,CodeBreakers,https://nycelly.itch.io/codebreakers,13,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.025390625
18742,Shield of Faith,https://prodigalson.itch.io/shield-of-faith,14,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.02734375
18743,Extraction,https://solweak.itch.io/extraction-gameoff2021,14,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.02734375
18744,We Follow The Fickle Path,https://sweetheartsquad.itch.io/we-follow-the-fickle-path,14,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.02734375
18745,ArachinatoR,https://lucasteles.itch.io/arachinator,14,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.02734375
18746,This Game is Impossible (Unless you Cheat),https://pell707.itch.io/this-is-game-is-impossible,14,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.02734375
18747,Squorm,https://mrbundles.itch.io/squorm,19,https://itch.io/jam/game-off-2021,7949,512,https://github.itch.io,0.037109375
19241,Gooey Castle,https://lukeinallcaps.itch.io/gooey-castle,1,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.0003966679888932963
19242,Word of the Day,https://thevgm.itch.io/word-of-the-day,2,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.0007933359777865926
19243,Intercom,https://jjmorgan.itch.io/intercom,3,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.001190003966679889
19244,Kickochet,https://boz-float.itch.io/kickochet,4,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.0015866719555731853
19245,MonoDuel,https://renva.itch.io/monoduel,5,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.0019833399444664813
19246,TowerBag,https://matheuscunegato.itch.io/towerbag,6,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.002380007933359778
19247,ROVE,https://olympusmonsgames.itch.io/rove,7,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.002776675922253074
19248,Sightline,https://winterbeak.itch.io/sightline,8,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.0031733439111463705
19249,Blade Breaker: Sword Taker,https://zazo.itch.io/blade-breaker,9,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.0035700119000396666
19250,UNLOADED,https://raw-egg-studio.itch.io/unloaded,10,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.003966679888932963
19251,The Approach,https://z73.itch.io/the-approach,11,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.00436334787782626
19252,Door Knocker,https://nikmikk.itch.io/door-knocker,12,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.004760015866719556
19253,20 000 Pixels Under the Sea,https://kornel.itch.io/20-000-pixels-under-the-sea,13,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.005156683855612852
19254,One Dimension,https://lazertrax.itch.io/one-dimension,13,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.005156683855612852
19255,Level1_1,https://mindcopgames.itch.io/level1-1,15,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.005950019833399445
19256,PROJECT1ON,https://arthur740210.itch.io/project1on,16,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.006346687822292741
19257,Negative Nancy,https://feed.itch.io/negative-nancy,17,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.006743355811186037
19258,Blobby the Level Shrinker,https://lucas-delvallet.itch.io/blobby-the-level-shrinker,18,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.007140023800079333
19259,Agatha's Witching Hour,https://akanagames.itch.io/agathas-witching-hour,19,https://itch.io/jam/gmtk-2019,7591,2521,https://gmtk.itch.io,0.00753669178897263
21776,Back And White,https://basyk-games.itch.io/back-and-white-cgj,1,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.001049317943336831
21777,Jimposters,https://sobad.itch.io/jimposters,2,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.002098635886673662
21778,Clickhead,https://silvarc.itch.io/clickhead,3,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.0031479538300104933
21779,Big Money Machine,https://qenton.itch.io/big-money-machine,4,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.004197271773347324
21780,Mondays,https://thepieface.itch.io/mondays,5,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.005246589716684155
21781,Dissonance,https://imrainydan.itch.io/dissonance,6,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.0062959076600209865
21782,The Race: A Track of Lies!,https://flashygoblin.itch.io/the-race,7,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.007345225603357817
21783,the suspects,https://choochoothetrain.itch.io/the-suspects,8,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.008394543546694649
21784,A Byte Sized Lie,https://silvergearinteractive.itch.io/a-byte-sized-lie,9,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.00944386149003148
21785,AI Can Make Even Trivial Tasks Deadly,https://minibobbo.itch.io/computer-safety,10,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.01049317943336831
21786,(F)unfair,https://andreasroschal.itch.io/funfair,11,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.011542497376705142
21787,Mindless Runner,https://charutak.itch.io/mindless-runner,12,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.012591815320041973
21788,Round-o Emporium,https://clemonades.itch.io/round-o-emporium,13,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.013641133263378805
21789,Backwards,https://inniudi.itch.io/backwards,14,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.014690451206715634
21790,After a liar's funeral,https://the-french-dummy.itch.io/liar,15,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.015739769150052464
21791,Dome,https://lomikstik.itch.io/dome,16,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.016789087093389297
21792,Mendacium,https://djokix.itch.io/mendacium,17,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.017838405036726127
21793,Tales of the Cursed Word,https://saturas.itch.io/tales-of-the-cursed-word,18,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.01888772298006296
21794,Candour,https://moolordking.itch.io/candour,19,https://itch.io/jam/cgj,6799,953,https://codemyst.itch.io,0.01993704092339979
22769,Bramble,https://valknut.itch.io/bramble,1,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.0009337068160597573
22770,Passed & Present,https://acornellier.itch.io/passedandpresent,2,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.0018674136321195146
22771,Strandolio,https://ethans-byproducts.itch.io/strandolio,3,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.0028011204481792717
22772,InfraRED,https://buburito.itch.io/infrared,4,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.003734827264239029
22773,Co-Existence,https://maxilos.itch.io/co-existence,5,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.004668534080298786
22774,You WILL be my friend,https://wampy-studio.itch.io/you-will-be-my-friend,6,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.0056022408963585435
22775,NotAlone Inc.,https://spicyfrog.itch.io/notalone-inc,7,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.006535947712418301
22776,Plastic Pals,https://battle-chicken-ink.itch.io/plastic-pals,8,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.007469654528478058
22777,Nightwatch,https://mastermagpie.itch.io/nightwatch,9,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.008403361344537815
22778,You are (not) alone,https://warhio.itch.io/you-are-not-alone,10,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.009337068160597572
22779,Introvert,https://chorchekork.itch.io/introvert,11,https://itch.io/jam/brackeys-8,6103,1071,https://codemyst.itch.io,0.01027077497665733
